brandName,providerName,locationName,line1,postCode,"Publication Date",serviceName,"Key Question","Latest Rating"
-,"Nuffield House Doctors Surgery","Nuffield House Doctors Surgery","Minchen Road","CM20 3AX",2017-11-21,Overall,Overall,Inadequate
-,"Nuffield House Doctors Surgery","Nuffield House Doctors Surgery","Minchen Road","CM20 3AX",2017-11-21,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Nuffield House Doctors Surgery","Nuffield House Doctors Surgery","Minchen Road","CM20 3AX",2017-11-21,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Nuffield House Doctors Surgery","Nuffield House Doctors Surgery","Minchen Road","CM20 3AX",2017-11-21,"People with long term conditions",Overall,Inadequate
-,"Nuffield House Doctors Surgery","Nuffield House Doctors Surgery","Minchen Road","CM20 3AX",2017-11-21,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Oakfoil Limited","St Andrews House","37 Rainhall Road","BB18 5DG",2017-09-28,Overall,Overall,Inadequate
-,"Oakray Care (Fairview) Limited","Fairview House","37 Clatterford Road","PO30 1PA",2018-01-06,Overall,Overall,Inadequate
-,"Oakwood Care Centre Limited","Oakwood Care Centre","400a Huddersfield Road","SK14 3ET",2017-04-22,Overall,Overall,Inadequate
-,"Operon Health Limited","Keyhealth Medical Centre","Waltham Abbey Health Centre","EN9 1NP",2017-11-16,"Families, children and young people",Overall,Inadequate
-,"Operon Health Limited","Keyhealth Medical Centre","Waltham Abbey Health Centre","EN9 1NP",2017-11-16,"Older people",Overall,Inadequate
-,"Operon Health Limited","Keyhealth Medical Centre","Waltham Abbey Health Centre","EN9 1NP",2017-11-16,Overall,Overall,Inadequate
-,"Operon Health Limited","Keyhealth Medical Centre","Waltham Abbey Health Centre","EN9 1NP",2017-11-16,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Operon Health Limited","Keyhealth Medical Centre","Waltham Abbey Health Centre","EN9 1NP",2017-11-16,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Operon Health Limited","Keyhealth Medical Centre","Waltham Abbey Health Centre","EN9 1NP",2017-11-16,"People with long term conditions",Overall,Inadequate
-,"Operon Health Limited","Keyhealth Medical Centre","Waltham Abbey Health Centre","EN9 1NP",2017-11-16,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"PNP Care Home Limited","PNP Care Home","90-92 Queens Promenade","FY2 9NS",2018-01-13,Overall,Overall,Inadequate
-,"Park Grange Medical Centre","Park Grange Medical Centre","141 Woodhead Road","BD7 2BL",2017-11-21,"Families, children and young people",Overall,Inadequate
-,"Park Grange Medical Centre","Park Grange Medical Centre","141 Woodhead Road","BD7 2BL",2017-11-21,"Older people",Overall,Inadequate
-,"Park Grange Medical Centre","Park Grange Medical Centre","141 Woodhead Road","BD7 2BL",2017-11-21,Overall,Overall,Inadequate
-,"Park Grange Medical Centre","Park Grange Medical Centre","141 Woodhead Road","BD7 2BL",2017-11-21,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Park Grange Medical Centre","Park Grange Medical Centre","141 Woodhead Road","BD7 2BL",2017-11-21,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Park Grange Medical Centre","Park Grange Medical Centre","141 Woodhead Road","BD7 2BL",2017-11-21,"People with long term conditions",Overall,Inadequate
-,"Park Grange Medical Centre","Park Grange Medical Centre","141 Woodhead Road","BD7 2BL",2017-11-21,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"Families, children and young people",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"Older people",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,Overall,Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"People with long term conditions",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Phoenix Care Homes Limited","Phoenix House","The Drove","CT14 0LN",2017-08-05,Overall,Overall,Inadequate
-,"Pinebird Ventures Limited","Fermoyle House Nursing Home","Fermoyle House Nursing Home","KT15 1SH",2017-04-25,Overall,Overall,Inadequate
-,"Portsmouth City Council",Shearwater,"Moorings Way","PO4 8QW",2017-11-09,Overall,Overall,Inadequate
-,"Portsmouth Hospitals NHS Trust","Queen Alexandra Hospital","Southwick Hill Road","PO6 3LY",2017-08-24,"Medical care (Including older people's care)",Overall,Inadequate
-,"Professional Care Services Essex Limited","Professional Care Services","22 London Road","RM17 5XY",2017-05-11,Overall,Overall,Inadequate
-,"Promises of Care Limited","Promises of Care","80 Darlington Street","WV1 4JD",2017-06-20,Overall,Overall,Inadequate
-,"Qualia Care Limited","Duchess Gardens Care Centre","Lady Lane","BD16 4AP",2018-01-11,Overall,Overall,Inadequate
-,"Quality Home Care (Barnsley) Limited","Quality Homecare (Barnsley) Limited","Unit 2","S71 1HT",2017-11-08,Overall,Overall,Inadequate
-,"Quality Homes (Midlands) Limited",Leighswood,"186 Lichfield Road","WS4 1ED",2017-10-13,Overall,Overall,Inadequate
-,"R Sons (Homes) Limited","Church Farm Residential Care Home","Yarmouth Road","NR29 4NJ",2018-01-03,Overall,Overall,Inadequate
-,"Rapid Response Home Care Ltd","Rapid Response Home Care","Unit 3, Hollies Court","WS11 1DB",2017-09-16,Overall,Overall,Inadequate
-,"Ravenswood Care Home Limited","Ravenswood Care Home","15 The Avenue","ST7 1AQ",2017-09-26,Overall,Overall,Inadequate
-,"Regency Healthcare Limited","Newlands Hall","High Street","WF16 0AL",2017-08-16,Overall,Overall,Inadequate
-,"Reline Care Ltd","Barking Enterprise Centre","Barking Enterprise Centre","IG11 8FG",2017-05-25,Overall,Overall,Inadequate
-,"Renew Care & Support Ltd","Renew Care","10 Boleyn Close","HP2 7LW",2017-06-30,Overall,Overall,Inadequate
-,"Resicare Homes Limited","Ashton Lodge","Ashton Road","LU6 1NP",2017-10-14,Overall,Overall,Inadequate
-,"Richmond Psychosocial Foundation International","Lancaster Lodge","21 Lancaster Park","TW10 6AB",2016-06-24,Overall,Overall,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,"Forensic inpatient/secure wards",Overall,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,Overall,Overall,Inadequate
-,"Rose Cottage (Middlesex) Ltd","Rose Cottage","42 Hanworth Road","TW13 5AY",2017-11-18,Overall,Overall,Inadequate
-,"Rosecare Limited","Richmond Court Care Home","94 Richmond Road","WV3 9JJ",2017-12-28,Overall,Overall,Inadequate
-,"Rosemere Care Home Ltd","St Claire's Care Home","18-24 Claremont Road","CT20 1DQ",2017-12-20,Overall,Overall,Inadequate
-,"Roses Socialcare Ltd","Roses Socialcare Ltd","Burntwood Community Centre","WF9 3QS",2017-02-22,Overall,Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-06-13,"Medical care (Including older people's care)",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"End of life care",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Maternity and gynaecology",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Overall,Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Surgery,Overall,Inadequate
-,"Saffron Care Ltd","Saffron Care Agency","Upper Hermosa Road","TQ14 9JW",2017-12-20,Overall,Overall,Inadequate
-,"Saheena Saeed & Inayet Mohmed Patel","Victoria Hall","New Road","PE33 0DF",2017-11-04,Overall,Overall,Inadequate
-,"Samfos Health & Trading Company Ltd","Samfos Health","Unit 1.14, S O A R Works","S5 9NU",2017-12-19,Overall,Overall,Inadequate
-,"Sammi Care Homes Limited","Himley Manor Care Home","133 Himley Road","DY1 2QF",2018-01-16,Overall,Overall,Inadequate
-,"Satellite Consortium Limited","Satellite Consortium Limited","27b Clarendon Road","N8 0DD",2017-11-16,Overall,Overall,Inadequate
-,"Senacare Ltd","Senacare Ltd","11 Kingsley Road","TW3 1PA",2017-07-13,Overall,Overall,Inadequate
-,"Sherwood Grange Ltd","Sherwood Grange Care Centre","Mansfield Road","NG21 9HF",2017-10-27,Overall,Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"Families, children and young people",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"Older people",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"People with long term conditions",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2018-01-30,Overall,Overall,Inadequate
-,"Silverdale Care Homes Limited","Hopwood Lodge (MCR)","376-378 Rochdale Road","M24 2QQ",2016-07-19,Overall,Overall,Inadequate
-,"Skillcare Limited","Skillcare Limited","Building 3, North London Business Park,","N11 1NP",2017-10-25,Overall,Overall,Inadequate
-,"Skolak Healthcare Limited","Beechill Nursing Home","25 Smedley Lane","M8 8XB",2017-11-18,Overall,Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"Families, children and young people",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"Older people",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,Overall,Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"People with long term conditions",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Smile Care Agents Limited","Smile Care Agents","210 Church Road","E10 7JQ",2017-03-31,Overall,Overall,Inadequate
-,"South East Coast Ambulance Service NHS Foundation Trust","South East Coast Ambulance Service NHS Trust Headquarters","Nexus House","RH10 9BG",2017-10-05,"Emergency and urgent care",Overall,Inadequate
-,"South East Coast Ambulance Service NHS Foundation Trust","South East Coast Ambulance Service NHS Trust Headquarters","Nexus House","RH10 9BG",2017-10-05,Overall,Overall,Inadequate
-,"South Norwood Hill Medical Centre","South Norwood Hill Medical Centre","103 South Norwood Hill","SE25 6BY",2017-06-22,"Families, children and young people",Overall,Inadequate
-,"South Norwood Hill Medical Centre","South Norwood Hill Medical Centre","103 South Norwood Hill","SE25 6BY",2017-06-22,"Older people",Overall,Inadequate
-,"South Norwood Hill Medical Centre","South Norwood Hill Medical Centre","103 South Norwood Hill","SE25 6BY",2017-06-22,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"South Norwood Hill Medical Centre","South Norwood Hill Medical Centre","103 South Norwood Hill","SE25 6BY",2017-06-22,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"South Norwood Hill Medical Centre","South Norwood Hill Medical Centre","103 South Norwood Hill","SE25 6BY",2017-06-22,"People with long term conditions",Overall,Inadequate
-,"South Norwood Hill Medical Centre","South Norwood Hill Medical Centre","103 South Norwood Hill","SE25 6BY",2017-06-22,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"South Norwood Hill Medical Centre","South Norwood Hill Medical Centre","103 South Norwood Hill","SE25 6BY",2017-11-06,Overall,Overall,Inadequate
-,"South West Eye Surgeons LLP","Consultant Eye Surgeons Partnership (Bristol) LLP","2 Clifton Park","BS8 3BS",2018-01-05,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"South West Eye Surgeons LLP","Consultant Eye Surgeons Partnership (Bristol) LLP","2 Clifton Park","BS8 3BS",2018-01-05,Overall,Overall,Inadequate
-,"Southglade Medical Practice Ltd","Southglade Medical Practice","Southglade Park","NG5 5GU",2017-12-14,"Families, children and young people",Overall,Inadequate
-,"Southglade Medical Practice Ltd","Southglade Medical Practice","Southglade Park","NG5 5GU",2017-12-14,"Older people",Overall,Inadequate
-,"Southglade Medical Practice Ltd","Southglade Medical Practice","Southglade Park","NG5 5GU",2017-12-14,Overall,Overall,Inadequate
-,"Southglade Medical Practice Ltd","Southglade Medical Practice","Southglade Park","NG5 5GU",2017-12-14,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Southglade Medical Practice Ltd","Southglade Medical Practice","Southglade Park","NG5 5GU",2017-12-14,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Southglade Medical Practice Ltd","Southglade Medical Practice","Southglade Park","NG5 5GU",2017-12-14,"People with long term conditions",Overall,Inadequate
-,"Southglade Medical Practice Ltd","Southglade Medical Practice","Southglade Park","NG5 5GU",2017-12-14,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Southport and Ormskirk Hospital NHS Trust","Southport & Formby District General Hospital","Town Lane","PR8 6PN",2016-11-15,Surgery,Overall,Inadequate
-,"Southwinds Limited",Southwinds,"17 Chase Road","WS7 0DS",2018-01-16,Overall,Overall,Inadequate
-,"Springwell Care Ltd","Springwell Care Ltd","58-62 Alexandra Road","EN3 7EH",2017-12-21,Overall,Overall,Inadequate
-,"Springwood Healthcare Services Ltd","Springwood Healthcare Services Ltd","36 Warrens Shawe Lane","HA8 8FX",2017-09-20,Overall,Overall,Inadequate
-,"St George Care UK Limited","St Cyril's Rehabilitation Unit","The Countess Of Chester Health Park","CH2 1HJ",2017-09-21,"Community health inpatient services",Overall,Inadequate
-,"St George Care UK Limited","St Cyril's Rehabilitation Unit","The Countess Of Chester Health Park","CH2 1HJ",2017-09-21,Overall,Overall,Inadequate
-,"St George's (Liverpool) Limited","St George's Care Homes","Croxteth Avenue","CH44 5UL",2017-11-14,Overall,Overall,Inadequate
-,"St George's University Hospitals NHS Foundation Trust","St George's Hospital (Tooting)","Blackshaw Road","SW17 0QT",2016-11-01,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"St. Helena's Residential Homes Limited","St Helena's","6 Roby Road","L36 4HE",2017-11-10,Overall,Overall,Inadequate
-,"Sterling Care (Uk) Ltd","Highfield Residential Care Home","3 St Mary's Road","NR27 9DJ",2017-11-25,Overall,Overall,Inadequate
-,"Stockport NHS Foundation Trust","Stepping Hill Hospital","Poplar Grove","SK2 7JE",2017-10-03,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"Stockwell Lodge Medical Centre","Stockwell Lodge Medical Centre","Rosedale Way","EN7 6HL",2017-08-10,"Families, children and young people",Overall,Inadequate
-,"Stockwell Lodge Medical Centre","Stockwell Lodge Medical Centre","Rosedale Way","EN7 6HL",2017-08-10,"Older people",Overall,Inadequate
-,"Stockwell Lodge Medical Centre","Stockwell Lodge Medical Centre","Rosedale Way","EN7 6HL",2017-08-10,Overall,Overall,Inadequate
-,"Stockwell Lodge Medical Centre","Stockwell Lodge Medical Centre","Rosedale Way","EN7 6HL",2017-08-10,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Stockwell Lodge Medical Centre","Stockwell Lodge Medical Centre","Rosedale Way","EN7 6HL",2017-08-10,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Stockwell Lodge Medical Centre","Stockwell Lodge Medical Centre","Rosedale Way","EN7 6HL",2017-08-10,"People with long term conditions",Overall,Inadequate
-,"Stockwell Lodge Medical Centre","Stockwell Lodge Medical Centre","Rosedale Way","EN7 6HL",2017-08-10,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Strathmore Care","Fairview House","14 Fairview Drive","SS0 0NY",2017-11-14,Overall,Overall,Inadequate
-,"Strathmore Care","Meyrin House","35 Hobleythick Lane","SS0 0RP",2017-10-26,Overall,Overall,Inadequate
-,"Sunrise Care Homes Limited","The Mount Residential Home","The Mount, Heydon Road","NR11 6QT",2017-08-31,Overall,Overall,Inadequate
-,"Supreme Care Services Limited","Supreme Care Services Limited","Units G01/G02 Kings Wharf","E8 4DL",2017-11-25,Overall,Overall,Inadequate
-,"Swallowcourt Limited","Trevaylor Manor",Gulval,"TR20 8UR",2017-12-16,Overall,Overall,Inadequate
-,"TLC Care Management Ltd","Calderdale Retreat","Rochdale Road","HX4 8HE",2017-11-15,Overall,Overall,Inadequate
-,"Tailored Care Limited","Tailored Care Ltd","11 Ensdale Row","WV13 2BJ",2017-11-07,Overall,Overall,Inadequate
-,"Tailored Care Limited","Tailored Care Ltd","Coalport House","TF3 3BD",2017-12-15,Overall,Overall,Inadequate
-,"Tapton Care Limited","The Porterbrook","63 Tapton Crescent Road","S10 5DB",2017-07-08,Overall,Overall,Inadequate
-,"Teme Care Limited","Temecare Limited - Teme Court Residential Care","Old Road","WR2 4BU",2017-12-23,Overall,Overall,Inadequate
-,"Thamescare Limited","Harold Community Centre","170 Harold Road","E13 0SA",2017-10-13,Overall,Overall,Inadequate
-,"The Beechdale Medical Group","Strelley Health Centre","116 Strelley Road","NG8 6LN",2017-11-03,"Families, children and young people",Overall,Inadequate
-,"The Beechdale Medical Group","Strelley Health Centre","116 Strelley Road","NG8 6LN",2017-11-03,"Older people",Overall,Inadequate
-,"The Beechdale Medical Group","Strelley Health Centre","116 Strelley Road","NG8 6LN",2017-11-03,Overall,Overall,Inadequate
-,"The Beechdale Medical Group","Strelley Health Centre","116 Strelley Road","NG8 6LN",2017-11-03,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"The Beechdale Medical Group","Strelley Health Centre","116 Strelley Road","NG8 6LN",2017-11-03,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"The Beechdale Medical Group","Strelley Health Centre","116 Strelley Road","NG8 6LN",2017-11-03,"People with long term conditions",Overall,Inadequate
-,"The Beechdale Medical Group","Strelley Health Centre","116 Strelley Road","NG8 6LN",2017-11-03,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"The Beechdale Medical Group","The Beechdale Surgery","439 Beechdale Road","NG8 3LF",2017-11-03,"Families, children and young people",Overall,Inadequate
-,"The Beechdale Medical Group","The Beechdale Surgery","439 Beechdale Road","NG8 3LF",2017-11-03,"Older people",Overall,Inadequate
-,"The Beechdale Medical Group","The Beechdale Surgery","439 Beechdale Road","NG8 3LF",2017-11-03,Overall,Overall,Inadequate
-,"The Beechdale Medical Group","The Beechdale Surgery","439 Beechdale Road","NG8 3LF",2017-11-03,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"The Beechdale Medical Group","The Beechdale Surgery","439 Beechdale Road","NG8 3LF",2017-11-03,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"The Beechdale Medical Group","The Beechdale Surgery","439 Beechdale Road","NG8 3LF",2017-11-03,"People with long term conditions",Overall,Inadequate
-,"The Croft","The Croft","Thorrington Road","CO7 8PR",2017-09-02,Overall,Overall,Inadequate
-,"The Drive Care Homes Limited","Glover House","Glover Road","TN24 0RZ",2018-01-04,Overall,Overall,Inadequate
-,"The Glynn Residential Home Limited","The Glynn Residential Home","167 Bradford Road","WF1 2AS",2017-10-18,Overall,Overall,Inadequate
-,"The Highfield Medical Centre","The Highfield Medical Centre","Highfield Road","LS13 2BL",2017-11-09,"Families, children and young people",Overall,Inadequate
-,"The Highfield Medical Centre","The Highfield Medical Centre","Highfield Road","LS13 2BL",2017-11-09,"Older people",Overall,Inadequate
-,"The Highfield Medical Centre","The Highfield Medical Centre","Highfield Road","LS13 2BL",2017-11-09,Overall,Overall,Inadequate
-,"The Highfield Medical Centre","The Highfield Medical Centre","Highfield Road","LS13 2BL",2017-11-09,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"The Highfield Medical Centre","The Highfield Medical Centre","Highfield Road","LS13 2BL",2017-11-09,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"The Highfield Medical Centre","The Highfield Medical Centre","Highfield Road","LS13 2BL",2017-11-09,"People with long term conditions",Overall,Inadequate
-,"The Highfield Medical Centre","The Highfield Medical Centre","Highfield Road","LS13 2BL",2017-11-09,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"The Keepings Limited","Birkdale Residential Home","Station Hill","TF2 9AA",2018-01-09,Overall,Overall,Inadequate
-,"The Lancashire Eye Clinic Limited","Lancashire Eye Clinic","9 Lowther Terrace","FY8 5QG",2018-01-30,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"The Lancashire Eye Clinic Limited","Lancashire Eye Clinic","9 Lowther Terrace","FY8 5QG",2018-01-30,Overall,Overall,Inadequate
-,"The Lancashire Eye Clinic Limited","Lancashire Eye Clinic","9 Lowther Terrace","FY8 5QG",2018-01-30,Surgery,Overall,Inadequate
-,"The Local Care Group Limited","The Local Care Group Ltd","Station House","NG23 5JY",2017-06-30,Overall,Overall,Inadequate
-,"The Mid Yorkshire Hospitals NHS Trust","Pinderfields Hospital","Aberford Road","WF1 4DG",2017-10-13,"Medical care (Including older people's care)",Overall,Inadequate
-,"The Norfolk And Norwich Association For The Blind","Thomas Tawell House","106 Magpie Road","NR3 1JH",2018-01-25,Overall,Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","North Manchester General Hospital","Delaunays Road","M8 5RB",2016-08-12,"Maternity and gynaecology",Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","North Manchester General Hospital","Delaunays Road","M8 5RB",2016-08-12,"Medical care (Including older people's care)",Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","North Manchester General Hospital","Delaunays Road","M8 5RB",2016-08-12,Overall,Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","North Manchester General Hospital","Delaunays Road","M8 5RB",2016-08-12,"Services for children & young people",Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","North Manchester General Hospital","Delaunays Road","M8 5RB",2016-08-12,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","The Royal Oldham Hospital","Rochdale Road","OL1 2JH",2016-08-12,"Intensive/critical care",Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","The Royal Oldham Hospital","Rochdale Road","OL1 2JH",2016-08-12,"Maternity and gynaecology",Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","The Royal Oldham Hospital","Rochdale Road","OL1 2JH",2016-08-12,Overall,Overall,Inadequate
-,"The Pennine Acute Hospitals NHS Trust","The Royal Oldham Hospital","Rochdale Road","OL1 2JH",2016-08-12,"Services for children & young people",Overall,Inadequate
-,"The Princess Alexandra Hospital NHS Trust","The Princess Alexandra Hospital","Hamstel Road","CM20 1QX",2016-10-19,"End of life care",Overall,Inadequate
-,"The Princess Alexandra Hospital NHS Trust","The Princess Alexandra Hospital","Hamstel Road","CM20 1QX",2016-10-19,"Intensive/critical care",Overall,Inadequate
-,"The Princess Alexandra Hospital NHS Trust","The Princess Alexandra Hospital","Hamstel Road","CM20 1QX",2016-10-19,Overall,Overall,Inadequate
-,"The Princess Alexandra Hospital NHS Trust","The Princess Alexandra Hospital","Hamstel Road","CM20 1QX",2016-10-19,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"The Seymour Home Limited","Seymour Care Home","327 North Road","M11 4NY",2017-12-20,Overall,Overall,Inadequate
-,"The Shrubbery Nursing Home Limited","The Shrubbery Nursing Home","Birmingham Road","DY10 2JZ",2017-11-08,Overall,Overall,Inadequate
-,"The Staunton Group Practice","The Staunton Group Practice","Morum House Medical Centre","N22 8HE",2017-10-19,"Families, children and young people",Overall,Inadequate
-,"The Staunton Group Practice","The Staunton Group Practice","Morum House Medical Centre","N22 8HE",2017-10-19,"Older people",Overall,Inadequate
-,"The Staunton Group Practice","The Staunton Group Practice","Morum House Medical Centre","N22 8HE",2017-10-19,Overall,Overall,Inadequate
-,"The Staunton Group Practice","The Staunton Group Practice","Morum House Medical Centre","N22 8HE",2017-10-19,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"The Staunton Group Practice","The Staunton Group Practice","Morum House Medical Centre","N22 8HE",2017-10-19,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"The Staunton Group Practice","The Staunton Group Practice","Morum House Medical Centre","N22 8HE",2017-10-19,"People with long term conditions",Overall,Inadequate
-,"The Staunton Group Practice","The Staunton Group Practice","Morum House Medical Centre","N22 8HE",2017-10-19,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"The Willows Care Home (Worcester) Limited","Orchard Court","3A Orchard Gardens","LE4 8NS",2018-01-24,Overall,Overall,Inadequate
-,"Thomas Owen Care Limited","Thomas Owen House","Lees House Road","WF12 9BP",2017-09-13,Overall,Overall,Inadequate
-,"Timaru Care TA Cressington Court Limited","Cressington Court Care Home"," Beechwood Road","L19 0QL",2017-11-30,Overall,Overall,Inadequate
-,"Top Care Homes Limited","Southminster Residential Home","Station Road","CM0 7EW",2018-01-18,Overall,Overall,Inadequate
-,"Totalwest Limited","Lower Bowshaw View Nursing Home","501a Lowedges Crescent","S8 7LN",2018-01-05,Overall,Overall,Inadequate
-,"Tricuro Ltd","Sidney Gale House","Flood Lane","DT6 3QG",2018-02-01,Overall,Overall,Inadequate
-,"Tudor Care Limited","Beechfields Nursing Home Limited","1 Wissage Road","WS13 6EJ",2017-12-23,Overall,Overall,Inadequate
-,"Ultima Care Centres (No 1) Limited","Berwick Care Home","North Road","TD15 1PL",2017-11-03,Overall,Overall,Inadequate
-,"United Lincolnshire Hospitals NHS Trust","Pilgrim Hospital","Sibsey Road","PE21 9QS",2017-04-11,"Medical care (Including older people's care)",Overall,Inadequate
-,"United Lincolnshire Hospitals NHS Trust","Pilgrim Hospital","Sibsey Road","PE21 9QS",2017-04-11,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"United Lincolnshire Hospitals NHS Trust","Pilgrim Hospital","Sibsey Road","PE21 9QS",2017-04-11,Overall,Overall,Inadequate
-,"Veecare Ltd","High Meadow Nursing Home","126-128 Old Dover Road","CT1 3PF",2017-04-28,Overall,Overall,Inadequate
-,"Verity Healthcare Limited","Verity Healthcare - Waltham Forest","Gateway Business Centre Suite 2, 3 & 4","E10 7JQ",2017-05-25,Overall,Overall,Inadequate
